tas,"	Year", Month, Country
6.50866,1915,11,ALB
6.30061,1915,12,ALB
3.03332,1916,1,ALB
2.95976,1916,2,ALB
8.5955,1916,3,ALB
9.63638,1916,4,ALB
14.4222,1916,5,ALB
19.6456,1916,6,ALB
21.4333,1916,7,ALB
19.7855,1916,8,ALB
16.0323,1916,9,ALB
12.4068,1916,10,ALB
8.64126,1916,11,ALB
6.38659,1916,12,ALB
3.00235,1917,1,ALB
-0.4936,1917,2,ALB
5.45908,1917,3,ALB
9.25473,1917,4,ALB
13.5108,1917,5,ALB
18.5716,1917,6,ALB
20.8832,1917,7,ALB
22.6134,1917,8,ALB
18.6161,1917,9,ALB
13.3275,1917,10,ALB
7.42835,1917,11,ALB
1.24208,1917,12,ALB
2.42619,1918,1,ALB
-0.6849,1918,2,ALB
4.6497,1918,3,ALB
9.56504,1918,4,ALB
14.305,1918,5,ALB
17.8495,1918,6,ALB
20.7003,1918,7,ALB
21.4235,1918,8,ALB
19.2701,1918,9,ALB
13.4959,1918,10,ALB
7.33464,1918,11,ALB
2.57305,1918,12,ALB
4.33848,1919,1,ALB
3.52116,1919,2,ALB
7.0941,1919,3,ALB
9.50305,1919,4,ALB
11.5891,1919,5,ALB
17.0695,1919,6,ALB
19.4177,1919,7,ALB
20.2829,1919,8,ALB
17.9375,1919,9,ALB
12.1855,1919,10,ALB
7.77996,1919,11,ALB
3.43382,1919,12,ALB
3.73225,1920,1,ALB
2.37102,1920,2,ALB
6.96432,1920,3,ALB
12.1211,1920,4,ALB
15.4967,1920,5,ALB
17.65,1920,6,ALB
21.3206,1920,7,ALB
20.7844,1920,8,ALB
17.4087,1920,9,ALB
10.1854,1920,10,ALB
3.99727,1920,11,ALB
3.59986,1920,12,ALB
4.59847,1921,1,ALB
2.10216,1921,2,ALB
6.40051,1921,3,ALB
9.21081,1921,4,ALB
15.5985,1921,5,ALB
16.1511,1921,6,ALB
21.6535,1921,7,ALB
21.9904,1921,8,ALB
16.5169,1921,9,ALB
11.8826,1921,10,ALB
5.2776,1921,11,ALB
2.3568,1921,12,ALB
0.94755,1922,1,ALB
0.89055,1922,2,ALB
8.86043,1922,3,ALB
10.4462,1922,4,ALB
14.3962,1922,5,ALB
18.8653,1922,6,ALB
21.5773,1922,7,ALB
22.1647,1922,8,ALB
17.5329,1922,9,ALB
11.9994,1922,10,ALB
5.06359,1922,11,ALB
2.86116,1922,12,ALB
2.16922,1923,1,ALB
3.21655,1923,2,ALB
6.36456,1923,3,ALB
9.7995,1923,4,ALB
15.9857,1923,5,ALB
16.2116,1923,6,ALB
21.1744,1923,7,ALB
21.3476,1923,8,ALB
18.5799,1923,9,ALB
14.5689,1923,10,ALB
11.0823,1923,11,ALB
4.21793,1923,12,ALB
-1.007,1924,1,ALB
1.85122,1924,2,ALB
5.20197,1924,3,ALB
10.6401,1924,4,ALB
16.1488,1924,5,ALB
18.6702,1924,6,ALB
20.6682,1924,7,ALB
19.7896,1924,8,ALB
19.392,1924,9,ALB
12.4028,1924,10,ALB
5.75014,1924,11,ALB
2.57981,1924,12,ALB
1.66264,1925,1,ALB
6.06944,1925,2,ALB
5.41518,1925,3,ALB
10.2171,1925,4,ALB
14.1175,1925,5,ALB
16.5197,1925,6,ALB
20.4978,1925,7,ALB
20.6837,1925,8,ALB
17.1751,1925,9,ALB
12.4873,1925,10,ALB
8.99354,1925,11,ALB
2.41028,1925,12,ALB
2.82453,1926,1,ALB
5.63665,1926,2,ALB
6.17587,1926,3,ALB
11.182,1926,4,ALB
13.8313,1926,5,ALB
16.8851,1926,6,ALB
18.8598,1926,7,ALB
19.0827,1926,8,ALB
18.4449,1926,9,ALB
14.2216,1926,10,ALB
11.9113,1926,11,ALB
3.82851,1926,12,ALB
2.94018,1927,1,ALB
1.3929,1927,2,ALB
8.17934,1927,3,ALB
10.5666,1927,4,ALB
14.9266,1927,5,ALB
20.2023,1927,6,ALB
22.3807,1927,7,ALB
22.3373,1927,8,ALB
18.9092,1927,9,ALB
12.8148,1927,10,ALB
9.90599,1927,11,ALB
3.46134,1927,12,ALB
2.75049,1928,1,ALB
1.91914,1928,2,ALB
4.59976,1928,3,ALB
11.1979,1928,4,ALB
12.883,1928,5,ALB
18.4148,1928,6,ALB
23.369,1928,7,ALB
23.0594,1928,8,ALB
18.9178,1928,9,ALB
12.6703,1928,10,ALB
9.1134,1928,11,ALB
2.02945,1928,12,ALB
-0.2904,1929,1,ALB
-1.4311,1929,2,ALB
4.09209,1929,3,ALB
8.2458,1929,4,ALB
16.1675,1929,5,ALB
18.575,1929,6,ALB
21.3544,1929,7,ALB
21.7856,1929,8,ALB
16.3326,1929,9,ALB
12.6471,1929,10,ALB
9.14718,1929,11,ALB
4.4203,1929,12,ALB
3.01306,1930,1,ALB
2.63543,1930,2,ALB
7.5925,1930,3,ALB
10.6528,1930,4,ALB
13.3948,1930,5,ALB
18.4862,1930,6,ALB
21.1439,1930,7,ALB
20.7702,1930,8,ALB
18.4894,1930,9,ALB
12.4056,1930,10,ALB
9.04307,1930,11,ALB
4.27108,1930,12,ALB
3.19142,1931,1,ALB
3.42412,1931,2,ALB
5.94405,1931,3,ALB
8.5069,1931,4,ALB
15.0165,1931,5,ALB
19.8185,1931,6,ALB
22.3617,1931,7,ALB
21.9364,1931,8,ALB
15.7031,1931,9,ALB
12.0149,1931,10,ALB
7.2132,1931,11,ALB
1.78697,1931,12,ALB
0.31905,1932,1,ALB
-0.5188,1932,2,ALB
4.37784,1932,3,ALB
9.27585,1932,4,ALB
14.2677,1932,5,ALB
17.2874,1932,6,ALB
21.9472,1932,7,ALB
21.7413,1932,8,ALB
20.2737,1932,9,ALB
15.1692,1932,10,ALB
7.71261,1932,11,ALB
4.92018,1932,12,ALB
1.14646,1933,1,ALB
3.34116,1933,2,ALB
5.16421,1933,3,ALB
8.65643,1933,4,ALB
12.4791,1933,5,ALB
15.2234,1933,6,ALB
19.8714,1933,7,ALB
20.6111,1933,8,ALB
15.788,1933,9,ALB
13.0256,1933,10,ALB
9.45913,1933,11,ALB
2.07157,1933,12,ALB
1.534,1934,1,ALB
1.92616,1934,2,ALB
7.84016,1934,3,ALB
12.0858,1934,4,ALB
15.8524,1934,5,ALB
17.9608,1934,6,ALB
20.8582,1934,7,ALB
20.927,1934,8,ALB
17.6746,1934,9,ALB
12.7903,1934,10,ALB
9.35732,1934,11,ALB
5.09203,1934,12,ALB
-0.0627,1935,1,ALB
2.92209,1935,2,ALB
4.72951,1935,3,ALB
9.99928,1935,4,ALB
14.0097,1935,5,ALB
19.9073,1935,6,ALB
20.9335,1935,7,ALB
20.8288,1935,8,ALB
17.682,1935,9,ALB
14.637,1935,10,ALB
7.93319,1935,11,ALB
4.9011,1935,12,ALB
5.86156,1936,1,ALB
4.1033,1936,2,ALB
7.87431,1936,3,ALB
11.1056,1936,4,ALB
14.0317,1936,5,ALB
17.0624,1936,6,ALB
22.1456,1936,7,ALB
20.7207,1936,8,ALB
16.6442,1936,9,ALB
11.2162,1936,10,ALB
7.45017,1936,11,ALB
2.9337,1936,12,ALB
1.40396,1937,1,ALB
4.79401,1937,2,ALB
8.23239,1937,3,ALB
9.90272,1937,4,ALB
15.0849,1937,5,ALB
19.4983,1937,6,ALB
21.5276,1937,7,ALB
20.8993,1937,8,ALB
17.9728,1937,9,ALB
12.9043,1937,10,ALB
8.22253,1937,11,ALB
3.77932,1937,12,ALB
1.21934,1938,1,ALB
2.09826,1938,2,ALB
6.41816,1938,3,ALB
7.921,1938,4,ALB
13.502,1938,5,ALB
19.8393,1938,6,ALB
22.3781,1938,7,ALB
21.2445,1938,8,ALB
16.6647,1938,9,ALB
13.435,1938,10,ALB
8.29069,1938,11,ALB
3.53683,1938,12,ALB
4.21667,1939,1,ALB
4.12265,1939,2,ALB
3.811,1939,3,ALB
11.2577,1939,4,ALB
13.0752,1939,5,ALB
16.8698,1939,6,ALB
22.1176,1939,7,ALB
21.2027,1939,8,ALB
17.3867,1939,9,ALB
13.6257,1939,10,ALB
7.89319,1939,11,ALB
3.32828,1939,12,ALB
-0.9668,1940,1,ALB
2.65225,1940,2,ALB
5.13577,1940,3,ALB
9.24029,1940,4,ALB
13.0012,1940,5,ALB
16.6729,1940,6,ALB
20.4995,1940,7,ALB
18.8678,1940,8,ALB
17.2555,1940,9,ALB
13.6814,1940,10,ALB
9.16425,1940,11,ALB
0.72567,1940,12,ALB
2.43472,1941,1,ALB
5.17528,1941,2,ALB
6.93604,1941,3,ALB
10.1232,1941,4,ALB
13.1337,1941,5,ALB
17.8407,1941,6,ALB
20.7176,1941,7,ALB
20.7709,1941,8,ALB
14.3671,1941,9,ALB
10.894,1941,10,ALB
5.14159,1941,11,ALB
2.26762,1941,12,ALB
-3.3,1942,1,ALB
0.59991,1942,2,ALB
4.56549,1942,3,ALB
9.57863,1942,4,ALB
15.5774,1942,5,ALB
19.142,1942,6,ALB
21.6693,1942,7,ALB
21.4612,1942,8,ALB
20.4345,1942,9,ALB
14.0625,1942,10,ALB
7.1486,1942,11,ALB
4.96131,1942,12,ALB
0.23582,1943,1,ALB
4.28332,1943,2,ALB
5.41953,1943,3,ALB
10.7643,1943,4,ALB
13.6516,1943,5,ALB
17.454,1943,6,ALB
21.5745,1943,7,ALB
22.9295,1943,8,ALB
19.9557,1943,9,ALB
14.3277,1943,10,ALB
8.6581,1943,11,ALB
4.89177,1943,12,ALB
2.44679,1944,1,ALB
1.64413,1944,2,ALB
3.60894,1944,3,ALB
10.5618,1944,4,ALB
14.1432,1944,5,ALB
19.2383,1944,6,ALB
20.6936,1944,7,ALB
21.3113,1944,8,ALB
17.9599,1944,9,ALB
13.4082,1944,10,ALB
7.7953,1944,11,ALB
2.76849,1944,12,ALB
-0.249,1945,1,ALB
2.52919,1945,2,ALB
5.99353,1945,3,ALB
10.4516,1945,4,ALB
17.9522,1945,5,ALB
20.1864,1945,6,ALB
22.722,1945,7,ALB
22.2264,1945,8,ALB
17.8574,1945,9,ALB
11.688,1945,10,ALB
7.28505,1945,11,ALB
3.68745,1945,12,ALB
1.11718,1946,1,ALB
3.11213,1946,2,ALB
6.439,1946,3,ALB
11.2515,1946,4,ALB
15.7699,1946,5,ALB
19.7659,1946,6,ALB
22.8386,1946,7,ALB
23.6989,1946,8,ALB
20.4066,1946,9,ALB
11.2289,1946,10,ALB
9.19094,1946,11,ALB
1.99357,1946,12,ALB
-1.6488,1947,1,ALB
4.24379,1947,2,ALB
9.3066,1947,3,ALB
12.4703,1947,4,ALB
15.7843,1947,5,ALB
19.193,1947,6,ALB
21.9825,1947,7,ALB
21.6514,1947,8,ALB
18.7296,1947,9,ALB
12.0681,1947,10,ALB
8.87236,1947,11,ALB
4.31628,1947,12,ALB
5.40637,1948,1,ALB
2.18364,1948,2,ALB
6.1803,1948,3,ALB
10.3687,1948,4,ALB
15.3174,1948,5,ALB
16.7103,1948,6,ALB
19.5751,1948,7,ALB
21.7761,1948,8,ALB
17.4885,1948,9,ALB
13.7375,1948,10,ALB
7.21182,1948,11,ALB
1.1216,1948,12,ALB
2.80698,1949,1,ALB
2.47381,1949,2,ALB
3.29437,1949,3,ALB
10.5064,1949,4,ALB
15.1604,1949,5,ALB
16.8591,1949,6,ALB
20.0284,1949,7,ALB
19.3538,1949,8,ALB
17.0769,1949,9,ALB
12.6358,1949,10,ALB
8.94176,1949,11,ALB
4.74899,1949,12,ALB
0.36191,1950,1,ALB
4.39101,1950,2,ALB
6.91151,1950,3,ALB
11.2547,1950,4,ALB
15.7766,1950,5,ALB
20.0107,1950,6,ALB
23.4205,1950,7,ALB
22.3413,1950,8,ALB
18.6844,1950,9,ALB
12.3933,1950,10,ALB
8.06162,1950,11,ALB
5.67289,1950,12,ALB
3.46952,1951,1,ALB
5.45746,1951,2,ALB
6.90805,1951,3,ALB
10.4294,1951,4,ALB
15.0071,1951,5,ALB
19.4552,1951,6,ALB
21.5831,1951,7,ALB
21.8575,1951,8,ALB
18.5333,1951,9,ALB
11.0383,1951,10,ALB
9.04646,1951,11,ALB
3.628,1951,12,ALB
3.06546,1952,1,ALB
2.17586,1952,2,ALB
5.11171,1952,3,ALB
12.5338,1952,4,ALB
14.0463,1952,5,ALB
19.7182,1952,6,ALB
22.7691,1952,7,ALB
24.3044,1952,8,ALB
19.3144,1952,9,ALB
11.7576,1952,10,ALB
7.70271,1952,11,ALB
5.74811,1952,12,ALB
2.25513,1953,1,ALB
2.81412,1953,2,ALB
4.16986,1953,3,ALB
10.8138,1953,4,ALB
13.9361,1953,5,ALB
18.5349,1953,6,ALB
22.4724,1953,7,ALB
21.0665,1953,8,ALB
17.6497,1953,9,ALB
12.1278,1953,10,ALB
5.69082,1953,11,ALB
1.86542,1953,12,ALB
-0.4953,1954,1,ALB
-0.2424,1954,2,ALB
6.90833,1954,3,ALB
9.23348,1954,4,ALB
12.9366,1954,5,ALB
20.087,1954,6,ALB
21.3108,1954,7,ALB
20.7899,1954,8,ALB
18.6947,1954,9,ALB
11.7283,1954,10,ALB
7.23226,1954,11,ALB
4.39752,1954,12,ALB
5.13603,1955,1,ALB
6.02959,1955,2,ALB
5.86858,1955,3,ALB
8.26122,1955,4,ALB
15.7233,1955,5,ALB
18.7116,1955,6,ALB
20.6622,1955,7,ALB
19.0828,1955,8,ALB
16.431,1955,9,ALB
12.6985,1955,10,ALB
7.41082,1955,11,ALB
4.81877,1955,12,ALB
3.00314,1956,1,ALB
-0.5187,1956,2,ALB
2.97056,1956,3,ALB
9.74209,1956,4,ALB
14.3548,1956,5,ALB
16.9813,1956,6,ALB
21.2243,1956,7,ALB
22.8424,1956,8,ALB
18.6797,1956,9,ALB
11.5834,1956,10,ALB
7.30288,1956,11,ALB
2.44946,1956,12,ALB
1.38048,1957,1,ALB
5.08996,1957,2,ALB
6.23152,1957,3,ALB
10.7729,1957,4,ALB
13.229,1957,5,ALB
20.002,1957,6,ALB
21.3738,1957,7,ALB
21.0103,1957,8,ALB
16.9174,1957,9,ALB
12.8662,1957,10,ALB
8.42797,1957,11,ALB
3.20634,1957,12,ALB
2.4283,1958,1,ALB
4.57882,1958,2,ALB
4.09343,1958,3,ALB
8.4337,1958,4,ALB
16.2266,1958,5,ALB
18.1308,1958,6,ALB
21.4778,1958,7,ALB
22.0926,1958,8,ALB
16.4623,1958,9,ALB
11.8246,1958,10,ALB
8.56064,1958,11,ALB
5.7497,1958,12,ALB
1.2939,1959,1,ALB
1.37194,1959,2,ALB
7.82955,1959,3,ALB
10.205,1959,4,ALB
14.1979,1959,5,ALB
16.751,1959,6,ALB
20.6106,1959,7,ALB
19.5686,1959,8,ALB
15.2891,1959,9,ALB
9.86974,1959,10,ALB
7.48233,1959,11,ALB
6.05048,1959,12,ALB
2.87603,1960,1,ALB
3.81346,1960,2,ALB
6.45499,1960,3,ALB
10.27,1960,4,ALB
14.2882,1960,5,ALB
18.4173,1960,6,ALB
19.5205,1960,7,ALB
21.2738,1960,8,ALB
16.1703,1960,9,ALB
13.2963,1960,10,ALB
9.17691,1960,11,ALB
5.83794,1960,12,ALB
2.2279,1961,1,ALB
2.75485,1961,2,ALB
7.3881,1961,3,ALB
12.0673,1961,4,ALB
13.8127,1961,5,ALB
18.3689,1961,6,ALB
20.6721,1961,7,ALB
21.3122,1961,8,ALB
18.0438,1961,9,ALB
13.1138,1961,10,ALB
9.19595,1961,11,ALB
3.9761,1961,12,ALB
3.54011,1962,1,ALB
1.58106,1962,2,ALB
4.88564,1962,3,ALB
10.3088,1962,4,ALB
15.1198,1962,5,ALB
17.7401,1962,6,ALB
21.1026,1962,7,ALB
23.3433,1962,8,ALB
18.2392,1962,9,ALB
13.3466,1962,10,ALB
9.32072,1962,11,ALB
2.04337,1962,12,ALB
0.52063,1963,1,ALB
2.62996,1963,2,ALB
4.50108,1963,3,ALB
10.9199,1963,4,ALB
14.8237,1963,5,ALB
18.6727,1963,6,ALB
22.154,1963,7,ALB
21.8529,1963,8,ALB
18.4106,1963,9,ALB
12.37,1963,10,ALB
9.6118,1963,11,ALB
4.67538,1963,12,ALB
-0.4782,1964,1,ALB
2.66512,1964,2,ALB
6.64267,1964,3,ALB
10.2426,1964,4,ALB
14.0092,1964,5,ALB
19.5185,1964,6,ALB
20.6539,1964,7,ALB
19.8734,1964,8,ALB
16.671,1964,9,ALB
12.4885,1964,10,ALB
8.4956,1964,11,ALB
4.24881,1964,12,ALB
2.45966,1965,1,ALB
-0.7224,1965,2,ALB
6.12099,1965,3,ALB
8.9151,1965,4,ALB
13.7937,1965,5,ALB
18.5239,1965,6,ALB
21.5201,1965,7,ALB
19.324,1965,8,ALB
17.3923,1965,9,ALB
11.9833,1965,10,ALB
8.24955,1965,11,ALB
4.87666,1965,12,ALB
0.88182,1966,1,ALB
5.64539,1966,2,ALB
5.59027,1966,3,ALB
11.136,1966,4,ALB
14.0791,1966,5,ALB
18.2589,1966,6,ALB
20.7675,1966,7,ALB
21.7888,1966,8,ALB
17.7948,1966,9,ALB
14.9443,1966,10,ALB
7.61662,1966,11,ALB
3.35138,1966,12,ALB
0.15351,1967,1,ALB
2.00534,1967,2,ALB
6.44138,1967,3,ALB
9.45762,1967,4,ALB
14.9791,1967,5,ALB
16.9161,1967,6,ALB
21.1919,1967,7,ALB
22.1676,1967,8,ALB
17.4401,1967,9,ALB
13.6427,1967,10,ALB
8.19217,1967,11,ALB
3.2377,1967,12,ALB
-0.3891,1968,1,ALB
4.09327,1968,2,ALB
5.71031,1968,3,ALB
12.5057,1968,4,ALB
17.4332,1968,5,ALB
18.0522,1968,6,ALB
20.8789,1968,7,ALB
18.1043,1968,8,ALB
16.4321,1968,9,ALB
11.7079,1968,10,ALB
8.81901,1968,11,ALB
3.58917,1968,12,ALB
1.00801,1969,1,ALB
3.52541,1969,2,ALB
5.75861,1969,3,ALB
9.44991,1969,4,ALB
16.7713,1969,5,ALB
17.0503,1969,6,ALB
19.5216,1969,7,ALB
20.3901,1969,8,ALB
17.8875,1969,9,ALB
12.2377,1969,10,ALB
8.8618,1969,11,ALB
3.24454,1969,12,ALB
3.97476,1970,1,ALB
3.23314,1970,2,ALB
5.95799,1970,3,ALB
9.97573,1970,4,ALB
12.5104,1970,5,ALB
18.4816,1970,6,ALB
20.283,1970,7,ALB
20.9081,1970,8,ALB
17.5907,1970,9,ALB
11.1815,1970,10,ALB
7.48025,1970,11,ALB
3.79459,1970,12,ALB
4.64583,1971,1,ALB
3.04159,1971,2,ALB
3.23148,1971,3,ALB
10.4794,1971,4,ALB
16.2601,1971,5,ALB
18.753,1971,6,ALB
20.133,1971,7,ALB
22.1844,1971,8,ALB
15.1329,1971,9,ALB
10.3084,1971,10,ALB
6.46126,1971,11,ALB
3.31359,1971,12,ALB
4.12517,1972,1,ALB
4.72164,1972,2,ALB
7.50845,1972,3,ALB
11.0865,1972,4,ALB
14.833,1972,5,ALB
19.7049,1972,6,ALB
20.0283,1972,7,ALB
19.4396,1972,8,ALB
15.0771,1972,9,ALB
8.69617,1972,10,ALB
6.9677,1972,11,ALB
2.15404,1972,12,ALB
2.40005,1973,1,ALB
3.16509,1973,2,ALB
4.36221,1973,3,ALB
8.52179,1973,4,ALB
15.2548,1973,5,ALB
18.097,1973,6,ALB
20.666,1973,7,ALB
20.3413,1973,8,ALB
18.2754,1973,9,ALB
12.5619,1973,10,ALB
5.78721,1973,11,ALB
3.67162,1973,12,ALB
2.8009,1974,1,ALB
4.98384,1974,2,ALB
6.92099,1974,3,ALB
8.84461,1974,4,ALB
12.6785,1974,5,ALB
17.1069,1974,6,ALB
20.474,1974,7,ALB
21.6841,1974,8,ALB
17.4253,1974,9,ALB
11.1252,1974,10,ALB
6.42291,1974,11,ALB
2.83803,1974,12,ALB
1.15557,1975,1,ALB
1.90507,1975,2,ALB
6.73447,1975,3,ALB
10.2282,1975,4,ALB
14.8717,1975,5,ALB
17.5061,1975,6,ALB
20.3688,1975,7,ALB
19.7542,1975,8,ALB
18.7921,1975,9,ALB
12.2247,1975,10,ALB
6.53473,1975,11,ALB
3.41565,1975,12,ALB
1.41192,1976,1,ALB
3.19515,1976,2,ALB
5.16008,1976,3,ALB
9.7646,1976,4,ALB
14.4933,1976,5,ALB
17.1017,1976,6,ALB
19.6692,1976,7,ALB
16.9691,1976,8,ALB
14.7293,1976,9,ALB
12.8743,1976,10,ALB
7.59887,1976,11,ALB
3.48071,1976,12,ALB
2.70163,1977,1,ALB
6.21397,1977,2,ALB
8.01563,1977,3,ALB
9.79661,1977,4,ALB
15.2103,1977,5,ALB
17.8742,1977,6,ALB
20.913,1977,7,ALB
20.2042,1977,8,ALB
16.5099,1977,9,ALB
11.7637,1977,10,ALB
8.89386,1977,11,ALB
2.05126,1977,12,ALB
2.26187,1978,1,ALB
3.91625,1978,2,ALB
6.69273,1978,3,ALB
9.16529,1978,4,ALB
13.0697,1978,5,ALB
17.9216,1978,6,ALB
20.2549,1978,7,ALB
19.9292,1978,8,ALB
14.9639,1978,9,ALB
11.4995,1978,10,ALB
4.39958,1978,11,ALB
5.21366,1978,12,ALB
1.63479,1979,1,ALB
4.78928,1979,2,ALB
7.56438,1979,3,ALB
8.70937,1979,4,ALB
14.9788,1979,5,ALB
19.4938,1979,6,ALB
19.8565,1979,7,ALB
19.2486,1979,8,ALB
16.713,1979,9,ALB
12.6132,1979,10,ALB
8.41835,1979,11,ALB
5.02342,1979,12,ALB
0.64516,1980,1,ALB
2.84961,1980,2,ALB
5.82539,1980,3,ALB
8.27738,1980,4,ALB
12.1171,1980,5,ALB
16.9895,1980,6,ALB
19.8422,1980,7,ALB
20.6826,1980,8,ALB
17.2719,1980,9,ALB
12.5409,1980,10,ALB
8.27025,1980,11,ALB
2.54131,1980,12,ALB
0.18742,1981,1,ALB
2.57578,1981,2,ALB
7.77933,1981,3,ALB
10.5613,1981,4,ALB
13.9894,1981,5,ALB
19.7117,1981,6,ALB
19.8977,1981,7,ALB
20.4535,1981,8,ALB
17.0724,1981,9,ALB
13.5071,1981,10,ALB
4.83739,1981,11,ALB
4.29243,1981,12,ALB
2.31619,1982,1,ALB
1.77514,1982,2,ALB
5.47491,1982,3,ALB
9.42373,1982,4,ALB
14.9913,1982,5,ALB
19.6601,1982,6,ALB
20.8541,1982,7,ALB
20.8122,1982,8,ALB
19.3926,1982,9,ALB
12.86,1982,10,ALB
6.64786,1982,11,ALB
5.02268,1982,12,ALB
2.64421,1983,1,ALB
1.70192,1983,2,ALB
6.56268,1983,3,ALB
11.1646,1983,4,ALB
15.6698,1983,5,ALB
16.533,1983,6,ALB
21.1029,1983,7,ALB
19.8858,1983,8,ALB
16.7339,1983,9,ALB
11.5962,1983,10,ALB
6.18422,1983,11,ALB
3.31841,1983,12,ALB
3.26473,1984,1,ALB
3.33913,1984,2,ALB
5.35953,1984,3,ALB
9.15011,1984,4,ALB
